rid,sid,sentence,category,target,from,to,polarity
521916,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",FOOD#QUALITY,Appetizers,34,44,neutral
521916,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",SERVICE#GENERAL,waiter,54,60,negative
521916,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",FOOD#QUALITY,potato stuff kanish,94,113,positive
521916,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",FOOD#QUALITY,salmon,38,44,negative
521916,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",FOOD#QUALITY,chicken,78,85,positive
521916,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",FOOD#STYLE_OPTIONS,servings for main entree,6,30,negative
521916,521916:2,Dessert is a joke...dont bother,FOOD#QUALITY,Dessert,0,7,negative
527109,527109:0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",SERVICE#GENERAL,service,112,119,positive
527109,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",AMBIENCE#GENERAL,feel,28,32,positive
527109,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",FOOD#STYLE_OPTIONS,portions,63,71,positive
527109,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",FOOD#STYLE_OPTIONS,veal,96,100,positive
527109,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD#QUALITY,anti-pasta,4,14,positive
527109,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD#QUALITY,calamari,45,53,positive
527109,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD#QUALITY,pasta mains,75,86,positive
527109,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD#STYLE_OPTIONS,pasta mains,75,86,positive
527109,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,DRINKS#STYLE_OPTIONS,wine list,4,13,positive
527109,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,FOOD#PRICES,meal,81,85,positive
527109,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",RESTAURANT#PRICES,NULL,0,0,neutral
527109,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",DRINKS#STYLE_OPTIONS,measures of liquers,69,88,positive
528251,528251:0,Fantastic place.,RESTAURANT#GENERAL,place,10,15,positive
528251,528251:1,Cute and decorative.,AMBIENCE#GENERAL,NULL,0,0,positive
528251,528251:2,A pleasant surprise.,RESTAURANT#GENERAL,NULL,0,0,positive
528251,528251:3,Go there to relax and feel like your somewhere else.,AMBIENCE#GENERAL,NULL,0,0,positive
530517,530517:0,Lucky Strike is a great casual place to just grab a bite to eat.,RESTAURANT#GENERAL,Lucky Strike,0,12,positive
530517,530517:2,"Great food, great decor, great service.",FOOD#QUALITY,food,6,10,positive
530517,530517:2,"Great food, great decor, great service.",AMBIENCE#GENERAL,decor,18,23,positive
530517,530517:2,"Great food, great decor, great service.",SERVICE#GENERAL,service,31,38,positive
530517,530517:3,I recommend it!,RESTAURANT#GENERAL,NULL,0,0,positive
535086,535086:0,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",RESTAURANT#MISCELLANEOUS,spot,20,24,positive
535086,535086:1,(Always ask the bartender for the SEASONAL beer!!!,DRINKS#QUALITY,SEASONAL beer,34,47,positive
535086,535086:2,Guaranteed to be a tasty experience!),DRINKS#QUALITY,NULL,0,0,positive
535086,535086:3,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,RESTAURANT#MISCELLANEOUS,spot,10,14,positive
535086,535086:4,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,RESTAURANT#GENERAL,Heartland Brewery,42,59,positive
535086,535086:5,All the people that I bring there go back on their own and bring THEIR friends!,RESTAURANT#MISCELLANEOUS,NULL,0,0,positive
535086,535086:6,Go there once and oh yes...you will go back...you will...,RESTAURANT#GENERAL,NULL,0,0,positive
535171,535171:0,What a great place!,RESTAURANT#GENERAL,place,13,18,positive
535171,535171:1,Not the typical NYC gimmick theme restaurant.,AMBIENCE#GENERAL,restaurant,34,44,positive
535171,535171:2,"A cool bar with great food, and tons of excellent beer.",AMBIENCE#GENERAL,bar,7,10,positive
535171,535171:2,"A cool bar with great food, and tons of excellent beer.",FOOD#QUALITY,food,22,26,positive
535171,535171:2,"A cool bar with great food, and tons of excellent beer.",DRINKS#QUALITY,beer,50,54,positive
535171,535171:2,"A cool bar with great food, and tons of excellent beer.",DRINKS#STYLE_OPTIONS,beer,50,54,positive
535171,535171:3,And even with it's Pub atmosphere they were great to my kids too!,SERVICE#GENERAL,NULL,0,0,positive
535171,535171:4,Loved it!,RESTAURANT#GENERAL,NULL,0,0,positive
535248,535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,FOOD#QUALITY,shrimp scampi,4,17,positive
535248,535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,FOOD#STYLE_OPTIONS,antipasti,40,49,positive
535248,535248:2,It is expensive but well worth the money.,RESTAURANT#PRICES,NULL,0,0,negative
535248,535248:2,It is expensive but well worth the money.,RESTAURANT#GENERAL,NULL,0,0,positive
535248,535248:3,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",RESTAURANT#GENERAL,Corona,103,109,positive
536919,536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,FOOD#QUALITY,food,39,43,positive
536919,536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,SERVICE#GENERAL,service,74,81,positive
536919,536919:1,The only thing the waiters don't do for you is wipe your chin when you leave.,SERVICE#GENERAL,waiters,19,26,positive
536919,536919:2,Wonderful at holiday time.,RESTAURANT#MISCELLANEOUS,NULL,0,0,positive
541532,541532:0,Cozy romantic atomosphere with only around 15 tables at most.,AMBIENCE#GENERAL,atomosphere,14,25,positive
541532,541532:1,Service was very prompt but slightly rushed.,SERVICE#GENERAL,Service,0,7,positive
541532,541532:1,Service was very prompt but slightly rushed.,SERVICE#GENERAL,Service,0,7,negative
541532,541532:2,"Food was very good, but not what I would consider out of this world.",FOOD#QUALITY,Food,0,4,neutral
541532,541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,AMBIENCE#GENERAL,NULL,0,0,positive
541532,541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,RESTAURANT#MISCELLANEOUS,NULL,0,0,negative
553097,553097:0,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,RESTAURANT#MISCELLANEOUS,NULL,0,0,positive
553097,553097:1,Too bad the food wasn't of the same heritage.,FOOD#QUALITY,food,12,16,negative
553097,553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",FOOD#QUALITY,porcini mushroom pasta special,4,34,negative
553097,553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",FOOD#QUALITY,seafood tagliatelle,61,80,negative
553097,553097:3,A real dissapointment.,FOOD#QUALITY,NULL,0,0,negative
553097,553097:4,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,FOOD#QUALITY,tiramisu,41,49,negative
553097,553097:5,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,FOOD#QUALITY,NULL,0,0,negative
553097,553097:6,Priced at upper intermediate range.,RESTAURANT#PRICES,NULL,0,0,negative
555734,555734:0,I really liked this place.,RESTAURANT#GENERAL,place,20,25,positive
555734,555734:1,"Everything I had was good, and I'm a eater.",FOOD#QUALITY,NULL,0,0,positive
555734,555734:2,It was pretty inexpensive too.,RESTAURANT#PRICES,NULL,0,0,positive
558423,558423:0,This place has the best Chinese style BBQ ribs in the city.,FOOD#QUALITY,BBQ ribs,38,46,positive
558423,558423:0,This place has the best Chinese style BBQ ribs in the city.,FOOD#STYLE_OPTIONS,BBQ ribs,38,46,positive
558423,558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,FOOD#QUALITY,rice dishes,21,32,positive
558423,558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,FOOD#QUALITY,congee (rice porridge),63,85,positive
558423,558423:2,It's great to go for a quick lunch either alone or with a friend.,RESTAURANT#MISCELLANEOUS,NULL,0,0,positive
558423,558423:3,It's definately not a place to go if you want to impress someone.,RESTAURANT#MISCELLANEOUS,place,22,27,negative
558423,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",FOOD#QUALITY,food,27,31,positive
558423,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",AMBIENCE#GENERAL,decor,68,73,neutral
558423,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",FOOD#PRICES,food,27,31,positive
558423,558423:5,Quick and friendly service.,SERVICE#GENERAL,service,19,26,positive
558423,558423:6,This is one of the best comfort food places in the city.,RESTAURANT#GENERAL,NULL,0,0,positive
558423,558423:7,It's somewhere you can eat and be happy.,RESTAURANT#GENERAL,NULL,0,0,positive
561054,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",AMBIENCE#GENERAL,main dining room,29,45,positive
561054,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",AMBIENCE#GENERAL,ceiling,90,97,positive
561054,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",FOOD#QUALITY,food,4,8,positive
561054,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",FOOD#STYLE_OPTIONS,food,4,8,positive
561054,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",SERVICE#GENERAL,service,50,57,positive
561054,561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.",AMBIENCE#GENERAL,patio,67,72,positive
565344,565344:0,I recently tried Suan and I thought that it was great.,RESTAURANT#GENERAL,Suan,17,21,positive
565344,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,FOOD#STYLE_OPTIONS,food,80,84,positive
565344,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,RESTAURANT#GENERAL,place,12,17,positive
565344,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,FOOD#PRICES,food,80,84,positive
565344,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,SERVICE#GENERAL,service,4,11,positive
565344,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,FOOD#QUALITY,food,42,46,positive
565344,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,FOOD#QUALITY,hot sauce,84,93,positive
565344,565344:3,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,RESTAURANT#GENERAL,NULL,0,0,positive
571962,571962:0,They all know you.,SERVICE#GENERAL,NULL,0,0,positive
571962,571962:1,Good food.,FOOD#QUALITY,food,5,9,positive
571962,571962:2,Good drink.,DRINKS#QUALITY,drink,5,10,positive
571962,571962:3,How do you rate home?,RESTAURANT#MISCELLANEOUS,NULL,0,0,positive
578016,578016:0,I have never had cheescake like this.,FOOD#QUALITY,cheescake,17,26,positive
578016,578016:1,I thought I had died and gone to heaven.,FOOD#QUALITY,NULL,0,0,positive
584025,584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",RESTAURANT#GENERAL,spot,6,10,positive
584025,584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",RESTAURANT#MISCELLANEOUS,spot,6,10,positive
584025,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,AMBIENCE#GENERAL,NULL,0,0,positive
584025,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,AMBIENCE#GENERAL,outdoor seating,45,60,positive
584025,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,FOOD#QUALITY,food,4,8,positive
584025,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,DRINKS#STYLE_OPTIONS,selecion of wines,39,56,positive
584025,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,DRINKS#PRICES,selecion of wines,39,56,positive
584025,584025:3,Have been several times and it never dissapoints.,RESTAURANT#GENERAL,NULL,0,0,positive
